0123, 1879171840, 5, 1 + a1b1 + a1b1c1 + a1b1d2 + b1c1d2, 8, a1 + a1b1 + a1c2 + a1d1 + c2d1 + a1b1c2 + a1b1d1 + b1c2d1, 7, b2 + a1b2 + b2c1 + b2d1 + a1b2c1 + a1b2d1 + b2c1d1, 10, b2 + a1b2 + a1c2 + b2c2 + a1d2 + b2d2 + c2d2 + a1b2c2 + a1b2d2 + b2c2d2, 02c108080808a89402c108080808a894c20108080808a498c20108080808a49808490280a880081c08490280a880081c48098200a0880c1848098200a0880c180a4888900081280c0a4888900081280c4a08809880012c084a08809880012c0888c00a182809008488c00a1828090084c0880a1828098400c0880a1828098400, 12706627, 4, a2b1 + a2b1c1 + a2b1d1 + b1c1d1, 9, c2 + d2 + a2b1 + a2c2 + a2d2 + c2d2 + a2b1c2 + a2b1d2 + b1c2d2, 7, b2 + a2b2 + b2c1 + b2d2 + a2b2c1 + a2b2d2 + b2c1d2, 13, a2 + b2 + c2 + d1 + a2b2 + a2c2 + b2c2 + a2d1 + b2d1 + c2d1 + a2b2c2 + a2b2d1 + b2c2d1, 08cba8a8a8a8a29e80bc8a8a8a8a2ae9c80ba8a8a8a8ae928cb08a8a8a8aea29a8e9088aa28aa8bc8a9e80a82aa88acbe8a9880aaa82acb88e9a88a0aa28ca8b28a9aa8e88caa0b8829aaae888ac0a8ba829ae8ac88aa8b08a92eaa88ca88a0baa8b28aca0e8889aaab882ca0a8e88a9aa8bac28e8a0889aaab8ca828e0a88a9,
0123, 1879171841, 6, 1 + a1 + a1b1 + a1b1c1 + a1b1d2 + b1c1d2, 8, a1 + a1b1 + a1c2 + a1d1 + c2d1 + a1b1c2 + a1b1d1 + b1c2d1, 8, a1 + b2 + a1b2 + b2c1 + b2d1 + a1b2c1 + a1b2d1 + b2c1d1, 11, b2 + d2 + a1b2 + a1c2 + b2c2 + a1d2 + b2d2 + c2d2 + a1b2c2 + a1b2d2 + b2c2d2, 07c40d0d8585251907c40d0d85852519c7040d0d85852915c7040d0d858529150d4c0785250d85910d4c0785250d85914d0c87052d0581954d0c87052d05819587c5051d05842d0987c5051d05842d09c7850d158504290dc7850d158504290d054d87952d0c0581054d87952d0c05814d0587952d0c81054d0587952d0c8105, 12706626, 5, a2 + a2b1 + a2b1c1 + a2b1d1 + b1c1d1, 8, a2 + a2b1 + a2c2 + a2d2 + c2d2 + a2b1c2 + a2b1d2 + b1c2d2, 8, a2 + b2 + a2b2 + b2c1 + b2d2 + a2b2c1 + a2b2d2 + b2c1d2, 11, b2 + d1 + a2b2 + a2c2 + b2c2 + a2d1 + b2d1 + c2d1 + a2b2c2 + a2b2d1 + b2c2d1, 07c40d0d85852519704cd0d058585291c7040d0d858529157c40d0d0585892510d4c0785250d8591d0c4705852d058194d0c87052d058195d4c07850d250185905842d0987c5051d5048d290785c50d18504290dc7850d15584092d07c58d0512d0c0581054d8795d2c0501850d478592d0c81054d058795d2c01850d4507859,
0123, 1879171843, 5, 1 + a1b1 + a1b1c1 + a1b1d2 + b1c1d2, 9, c2 + d1 + a1b1 + a1c2 + a1d1 + c2d1 + a1b1c2 + a1b1d1 + b1c2d1, 7, b2 + a1b2 + b2c1 + b2d1 + a1b2c1 + a1b2d1 + b2c1d1, 13, a1 + b2 + c2 + d2 + a1b2 + a1c2 + b2c2 + a1d2 + b2d2 + c2d2 + a1b2c2 + a1b2d2 + b2c2d2, 08cba8a8a8a8a29e08cba8a8a8a8a29ec80ba8a8a8a8ae92c80ba8a8a8a8ae92a8e9088aa28aa8bca8e9088aa28aa8bce8a9880aaa82acb8e8a9880aaa82acb888caa0b828a9aa8e88caa0b828a9aa8ec88aa8b0a829ae8ac88aa8b0a829ae8aa0e8889aaa8b28aca0e8889aaa8b28ace8a0889aaa8bac28e8a0889aaa8bac28, 12706624, 4, a2b1 + a2b1c1 + a2b1d1 + b1c1d1, 8, a2 + a2b1 + a2c2 + a2d2 + c2d2 + a2b1c2 + a2b1d2 + b1c2d2, 7, b2 + a2b2 + b2c1 + b2d2 + a2b2c1 + a2b2d2 + b2c1d2, 10, b2 + a2b2 + a2c2 + b2c2 + a2d1 + b2d1 + c2d1 + a2b2c2 + a2b2d1 + b2c2d1, 02c108080808a894201c808080808a49c20108080808a4982c10808080804a8908490280a880081c809420088a0880c148098200a0880c18849028000a88c0810081280c0a488890001882c0a084880980012c084a0880980810c280a48008892809008488c00a1882900048880ca08128098400c0880a18829048000c88a081,
0123, 1879171844, 5, 1 + a1b1 + a1b1c1 + a1b1d2 + b1c1d2, 7, a1b1 + a1c2 + a1d1 + c2d1 + a1b1c2 + a1b1d1 + b1c2d1, 8, a1 + b2 + a1b2 + b2c1 + b2d1 + a1b2c1 + a1b2d1 + b2c1d1, 11, b2 + c2 + a1b2 + a1c2 + b2c2 + a1d2 + b2d2 + c2d2 + a1b2c2 + a1b2d2 + b2c2d2, 04c786860e0e261a04c786860e0e261ac40786860e0e2a16c40786860e0e2a1686c70486260e0e1a86c70486260e0e1ac68784062e060a1ec68784062e060a1e0c4e061e0687a6820c4e061e0687a6824c0e0e168607a2864c0e0e168607a286064e0c1ea6870682064e0c1ea68706824e060c1ea68782064e060c1ea6878206, 12706631, 5, d1 + a2b1 + a2b1c1 + a2b1d1 + b1c1d1, 8, d2 + a2b1 + a2c2 + a2d2 + c2d2 + a2b1c2 + a2b1d2 + b1c2d2, 7, b2 + a2b2 + b2c1 + b2d2 + a2b2c1 + a2b2d2 + b2c1d2, 12, a2 + b2 + c2 + a2b2 + a2c2 + b2c2 + a2d1 + b2d1 + c2d1 + a2b2c2 + a2b2d1 + b2c2d1, 08cb8a8a3131192580bca8a813139152c80b8a8a313115298cb0a8a8131351928acb088a19313125a8bc80a891131352ca8b880a11393521acb888a01193531228a988ac11531b03829a88ca1135b130a8298ca85113130b8a92c88a153131b088a928ac1b531103889a82cab135113088a9ac28531b1103889aca8235b11130,
0123, 1879171845, 6, 1 + a1 + a1b1 + a1b1c1 + a1b1d2 + b1c1d2, 8, a1 + a1b1 + a1c2 + a1d1 + c2d1 + a1b1c2 + a1b1d1 + b1c2d1, 8, a1 + b2 + a1b2 + b2c1 + b2d1 + a1b2c1 + a1b2d1 + b2c1d1, 12, b2 + c2 + d2 + a1b2 + a1c2 + b2c2 + a1d2 + b2d2 + c2d2 + a1b2c2 + a1b2d2 + b2c2d2, 07c485858585ad9107c485858585ad91c70485858585a19dc70485858585a19d85c40785ad85859185c40785ad858591c5848705a58d8195c5848705a58d819587c58d950584a58187c58d950584a581c785859d8504a185c785859d8504a1858dc58795a58405818dc58795a5840581c58d8795a5848105c58d8795a5848105, 12706630, 5, a2 + a2b1 + a2b1c1 + a2b1d1 + b1c1d1, 8, a2 + a2b1 + a2c2 + a2d2 + c2d2 + a2b1c2 + a2b1d2 + b1c2d2, 8, a2 + b2 + a2b2 + b2c1 + b2d2 + a2b2c1 + a2b2d2 + b2c1d2, 12, b2 + c2 + d1 + a2b2 + a2c2 + b2c2 + a2d1 + b2d1 + c2d1 + a2b2c2 + a2b2d1 + b2c2d1, 07c485858585ad91704c58585858da19c70485858585a19d7c40585858581ad985c40785ad858591584c7058da585819c5848705a58d81955c4878505ad818590584a58187c58d9550485a18785cd8598504a185c785859d58401a587c5858d9a58405818dc587955a485018d85c7859a5848105c58d87955a4818505cd87859,
0123, 1879171847, 6, 1 + d2 + a1b1 + a1b1c1 + a1b1d2 + b1c1d2, 8, d1 + a1b1 + a1c2 + a1d1 + c2d1 + a1b1c2 + a1b1d1 + b1c2d1, 7, b2 + a1b2 + b2c1 + b2d1 + a1b2c1 + a1b2d1 + b2c1d1, 12, a1 + b2 + c2 + a1b2 + a1c2 + b2c2 + a1d2 + b2d2 + c2d2 + a1b2c2 + a1b2d2 + b2c2d2, 08cb8a8a3131192508cb8a8a31311925c80b8a8a31311529c80b8a8a313115298acb088a193131258acb088a19313125ca8b880a11393521ca8b880a1139352111531b0328a988ac11531b0328a988ac5113130ba8298ca85113130ba8298ca81b53110388a928ac1b53110388a928ac531b110388a9ac28531b110388a9ac28, 12706628, 4, a2b1 + a2b1c1 + a2b1d1 + b1c1d1, 7, a2b1 + a2c2 + a2d2 + c2d2 + a2b1c2 + a2b1d2 + b1c2d2, 8, a2 + b2 + a2b2 + b2c1 + b2d2 + a2b2c1 + a2b2d2 + b2c1d2, 11, b2 + c2 + a2b2 + a2c2 + b2c2 + a2d1 + b2d1 + c2d1 + a2b2c2 + a2b2d1 + b2c2d1, 04c786860e0e261a407c6868e0e062a1c40786860e0e2a164c706868e0e0a26186c70486260e0e1a687c406862e0e0a1c68784062e060a1e6c784860e260a0e10687a6820c4e061e60786a28c0e460e18607a2864c0e0e1668702a68c4e0e061a6870682064e0c1e6a78602860e4c0e1a68782064e060c1e6a782860e460c0e1,
0123, 1879171852, 8, 1 + a1 + c1 + d2 + a1b1 + a1b1c1 + a1b1d2 + b1c1d2, 8, a1 + a1b1 + a1c2 + a1d1 + c2d1 + a1b1c2 + a1b1d1 + b1c2d1, 7, b2 + a1b2 + b2c1 + b2d1 + a1b2c1 + a1b2d1 + b2c1d1, 13, a1 + b2 + c2 + d2 + a1b2 + a1c2 + b2c2 + a1d2 + b2d2 + c2d2 + a1b2c2 + a1b2d2 + b2c2d2, 0bc898989898a19d0bc898989898a19dcb0898989898ad91cb0898989898ad9189c81a98b098899d89c81a98b098899dc9889a18b8908d99c9889a18b8908d999ad881990988b89c9ad881990988b89cda9889918908bc98da9889918908bc9890d88b99a988189c90d88b99a988189cd8908b99a9889c18d8908b99a9889c18, 12706639, 4, a2b1 + a2b1c1 + a2b1d1 + b1c1d1, 8, a2 + a2b1 + a2c2 + a2d2 + c2d2 + a2b1c2 + a2b1d2 + b1c2d2, 10, a2 + b2 + c1 + d2 + a2b2 + b2c1 + b2d2 + a2b2c1 + a2b2d2 + b2c1d2, 13, a2 + b2 + c2 + d1 + a2b2 + a2c2 + b2c2 + a2d1 + b2d1 + c2d1 + a2b2c2 + a2b2d1 + b2c2d1, 0ecdc8c8c8c8a498e0dc8c8c8c8c4a89ce0dc8c8c8c8a894ecd08c8c8c8c8a498ccd4ac8e0c88c98c8dca48c0e8cc889cc8dca48e8c0889cccd8ac848e0c88c948c9ac888eccc0d8849cca88e8cc0c8dc849a88cce8cc8d08c948ac8ecc88c0de8c90c8884cccad88e9cc08848ccac8de8c9880ccc84cad88e9c88c0cc48ac8d,
0123, 1879171853, 7, 1 + a1 + c1 + a1b1 + a1b1c1 + a1b1d2 + b1c1d2, 9, a1 + c2 + a1b1 + a1c2 + a1d1 + c2d1 + a1b1c2 + a1b1d1 + b1c2d1, 7, b2 + a1b2 + b2c1 + b2d1 + a1b2c1 + a1b2d1 + b2c1d1, 12, a1 + b2 + d2 + a1b2 + a1c2 + b2c2 + a1d2 + b2d2 + c2d2 + a1b2c2 + a1b2d2 + b2c2d2, 0bc8323289891a260bc8323289891a26cb0832328989162acb0832328989162a23621a980b23988c23621a980b23988c63229a18032b9c8863229a18032b9c888bc93a22098812368bc93a2209881236cb89322a89081632cb89322a890816322b639a880322189c2b639a880322189c632b9a8803229c18632b9a8803229c18, 12706638, 6, a2 + c1 + a2b1 + a2b1c1 + a2b1d1 + b1c1d1, 9, a2 + c2 + a2b1 + a2c2 + a2d2 + c2d2 + a2b1c2 + a2b1d2 + b1c2d2, 7, b2 + a2b2 + b2c1 + b2d2 + a2b2c1 + a2b2d2 + b2c1d2, 12, a2 + b2 + d1 + a2b2 + a2c2 + b2c2 + a2d1 + b2d1 + c2d1 + a2b2c2 + a2b2d1 + b2c2d1, 0bc8323289891a26b08c23239898a162cb0832328989162abc802323989861a223621a980b23988c3226a189b03289c863229a18032b9c883622a98130b2c988098812368bc93a2290882163b89ca32289081632cb89322a98806123bc9823a20322189c2b639a88302281c9b236a98803229c18632b9a883022c98136b2a988,
0123, 1879171855, 5, 1 + a1b1 + a1b1c1 + a1b1d2 + b1c1d2, 8, a1 + a1b1 + a1c2 + a1d1 + c2d1 + a1b1c2 + a1b1d1 + b1c2d1, 10, a1 + b2 + c1 + d1 + a1b2 + b2c1 + b2d1 + a1b2c1 + a1b2d1 + b2c1d1, 13, a1 + b2 + c2 + d2 + a1b2 + a1c2 + b2c2 + a1d2 + b2d2 + c2d2 + a1b2c2 + a1b2d2 + b2c2d2, 0ecdc8c8c8c8a4980ecdc8c8c8c8a498ce0dc8c8c8c8a894ce0dc8c8c8c8a8948ccd4ac8e0c88c988ccd4ac8e0c88c98cc8dca48e8c0889ccc8dca48e8c0889c8eccc0d848c9ac888eccc0d848c9ac88ce8cc8d0c849a88cce8cc8d0c849a88c84cccad8e8c90c8884cccad8e8c90c88cc84cad8e8c9880ccc84cad8e8c9880c, 12706636, 7, a2 + c1 + d1 + a2b1 + a2b1c1 + a2b1d1 + b1c1d1, 8, a2 + a2b1 + a2c2 + a2d2 + c2d2 + a2b1c2 + a2b1d2 + b1c2d2, 7, b2 + a2b2 + b2c1 + b2d2 + a2b2c1 + a2b2d2 + b2c1d2, 13, a2 + b2 + c2 + d1 + a2b2 + a2c2 + b2c2 + a2d1 + b2d1 + c2d1 + a2b2c2 + a2b2d1 + b2c2d1, 0bc898989898a19db08c898989891ad9cb0898989898ad91bc8089898989da1989c81a98b098899d988ca1890b8998d9c9889a18b8908d999c88a9818b09d8990988b89c9ad8819990888bc9a98d18998908bc98da9889919880cb89ad899819a988189c90d88b999a8881c9098db899a9889c18d8908b999a88c9818d09b899,
0123, 1879171861, 5, 1 + a1b1 + a1b1c1 + a1b1d2 + b1c1d2, 8, a1 + a1b1 + a1c2 + a1d1 + c2d1 + a1b1c2 + a1b1d1 + b1c2d1, 7, b2 + a1b2 + b2c1 + b2d1 + a1b2c1 + a1b2d1 + b2c1d1, 11, c2 + d2 + a1b2 + a1c2 + b2c2 + a1d2 + b2d2 + c2d2 + a1b2c2 + a1b2d2 + b2c2d2, 024980088008a81c024980088008a81c4a01088008802c984a01088008802c9880490208a808801c80490208a808801c48810a0028880c9048810a0028880c90824888180009a00c824888180009a00c4a80089808012c804a80089808012c8088488218a009000c88488218a009000c48880a9028810c0048880a9028810c00, 12706646, 4, a2b1 + a2b1c1 + a2b1d1 + b1c1d1, 8, a2 + a2b1 + a2c2 + a2d2 + c2d2 + a2b1c2 + a2b1d2 + b1c2d2, 7, b2 + a2b2 + b2c1 + b2d2 + a2b2c1 + a2b2d2 + b2c1d2, 11, c2 + d1 + a2b2 + a2c2 + b2c2 + a2d1 + b2d1 + c2d1 + a2b2c2 + a2b2d1 + b2c2d1, 024980088008a81c2094088008808ac14a01088008802c98a41080088008c28980490208a808801c089420808a8008c148810a0028880c908418a0008288c0090009a00c8248881800900ac02884888108012c804a8008988010c208a4088089a009000c884882180a9000c08884288128810c0048880a908218c0008488a009,
